57.57056600407576,(57.57056600409244-1.6289711931604398e-11j),(57.5705660040933+3.2217809315617158e-12j) ,(57.57056600407571+2.2720843294654367e-16j)
53.954935010680764,(53.95493501069948+6.539445154427653e-13j),(53.954935010695166+1.404210081545898e-12j) ,(53.954935010680735+5.62201359940798e-17j)
51.836652080368616,(51.83665208037689-5.887867337969715e-12j),(51.8366520803807-1.848410313698423e-12j) ,(51.83665208036859-1.2066636100658883e-15j)
43.537234454495845,(43.53723445451917+7.23672584722773e-12j),(43.53723445450695-1.944666649933424e-12j) ,(43.53723445449583+1.0080878587016984e-16j)
50.848440480911876,(50.84844048091147-4.402252006291137e-12j),(50.848440480919166-1.6624479570737094e-12j) ,(50.84844048091186-8.614941736357623e-16j)
51.07278115373577,(51.07278115375299-1.200635989728524e-11j),(51.07278115374222-5.590194973592588e-12j) ,(51.07278115373572+2.827154245113658e-16j)
48.89438397736377,(48.894383977385566-4.858662442950723e-13j),(48.89438397737135-8.258282946371764e-12j) ,(48.89438397736373+8.2940913157145585e-16j)
49.89864814009943,(49.898648140112925+7.245819514948711e-12j),(49.89864814010628-3.991473818132363e-12j) ,(49.89864814009938+3.310160367245847e-17j)
43.63746308193248,(43.63746308194202+1.1007229136663536e-11j),(43.63746308193593-3.136157999961142e-12j) ,(43.63746308193247+5.508276613359e-16j)
52.69884935466081,(52.698849354672845-1.0321152951219555e-12j),(52.69884935466341-2.41229258790554e-12j) ,(52.6988493546608+3.154107188940782e-16j)
44.491924666753846,(44.491924666766096+3.923741718300257e-12j),(44.49192466675892+3.161915174132446e-13j) ,(44.491924666753825-3.510149775612151e-16j)
51.87670991378406,(51.876709913794485+4.369779190490307e-12j),(51.876709913790314-2.374989094278135e-12j) ,(51.876709913784026+8.829512504967451e-18j)
55.24061656624922,(55.240616566258346-3.2472709192766807e-12j),(55.2406165662539-6.963318810448982e-12j) ,(55.24061656624922-3.1318063037677834e-16j)
46.39558879673301,(46.39558879674846+1.0605220794236265e-11j),(46.39558879673943-6.576073019459727e-12j) ,(46.39558879673299+2.6250223722224214e-16j)
49.54392967277329,(49.54392967278168+5.749116944782652e-12j),(49.543929672780706-3.723243935382925e-12j) ,(49.54392967277324+3.6448515636510276e-16j)
50.878144422746395,(50.878144422753046+2.961476025649422e-12j),(50.87814442275301-1.744382416291046e-12j) ,(50.87814442274638+9.457792661620107e-17j)
47.45487971031297,(47.45487971032561+4.338873513206458e-12j),(47.45487971031892-3.979039320256561e-13j) ,(47.45487971031295+8.597360987931262e-16j)
49.46575706304071,(49.46575706305087+8.458955299991244e-12j),(49.46575706304101+2.2026824808563106e-13j) ,(49.465757063040684-2.66713215749348e-16j)
